Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
943,Core3,Day,1029,AR,Agent 416,92,0,5,585,68%,150%,15,66,46,79,74,0,0,0,100,0,8,0,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),T Exo (Body) (5-Star),4717,589,707,825,943,54
943,Core3,Day,27,SMG,Skorpion,100,0,5,795,5%,150%,8,40,44,123,90,0,0,0,100,0,10,0,T Exo (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),Red Dot (Acc) (5-Star),5163,580,697,813,929,55
943,Core3,Day,351,SG,M26-MASS,90,0,5,1205,40%,172%,15,50,44,12,28,31,5,0,100,0,10,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6585,576,691,806,921,56
943,Core3,Day,282,SG,DP-12,90,0,5,1205,40%,172%,15,46,43,11,29,32,5,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6464,565,678,791,904,57
943,Core3,Day,352,SG,Nova,90,0,5,1255,40%,172%,15,46,43,14,27,29,7,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Red Dot (Acc) (5-Star),6456,564,677,790,903,58
943,Core3,Day,20063,AR,Gr G3 Mod,115,2,5,565,68%,150%,15,58,60,78,64,0,0,0,150,1,10,10,Optical (Acc) (5-Star),-,T Exo (Body) (5-Star),4473,559,670,782,894,59
943,Core3,Day,153,SG,M37,90,0,5,1205,40%,172%,15,56,42,10,26,31,4,0,100,0,8,0,Plate (Body) (5-Star),Buck (Shell) (5-Star),Sp. Eq (Exclusive) (5-Star),6319,552,663,774,884,60
943,Core3,Day,172,AR,Am RFB,95,0,5,510,78%,168%,15,65,69,85,53,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),-,T Exo (Body) (5-Star),4424,553,663,774,884,61
943,Core3,Day,243,AR,64 Shiki,90,0,5,590,68%,168%,15,60,60,76,60,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,T Exo (Body) (5-Star),4402,550,660,770,880,62
943,Core3,Day,336,SMG,PPD-40,90,0,5,880,5%,150%,8,44,27,107,81,0,0,0,100,0,8,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),EOT (Holographic) (5-Star),4881,549,658,768,878,63
943,Core3,Day,105,AR,OTs-12,90,0,5,500,68%,195%,15,72,53,53,60,0,0,0,100,0,8,0,Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),Focus Chip (Body) (5-Star),4369,546,655,764,873,64
943,Core3,Day,361,AR,QBZ-191,90,0,5,575,68%,180%,15,65,50,45,66,0,0,0,100,0,10,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4346,543,651,760,869,65
943,Core3,Day,194,AR,K2,90,0,5,605,65%,180%,15,65,57,41,66,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,Focus Chip (Body) (5-Star),4340,542,651,759,868,66
943,Core3,Day,286,SMG,K-PDW,90,0,5,855,5%,150%,8,50,28,104,75,0,0,0,100,0,8,0,T Exo (Body) (5-Star),HP (Ammo) (5-Star),EOT (Holographic) (5-Star),4789,538,646,754,862,67
943,Core3,Day,318,AR,VHS,90,0,5,550,68%,180%,15,66,52,46,65,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4272,534,640,747,854,68
943,Core3,Day,338,AR,SIG MCX,90,0,5,550,68%,180%,15,59,55,45,70,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4226,528,633,739,845,69
943,Core3,Day,1025,SG,Triela,90,0,5,1205,65%,172%,15,59,26,10,22,30,4,0,100,0,8,0,Plate (Body) (5-Star),Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (5-Star),6026,527,632,738,843,70
943,Core3,Day,306,AR,AK-Alfa,90,0,5,550,68%,180%,15,65,52,50,62,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4181,522,627,731,836,71
943,Core3,Day,290,AR,89 Shiki,90,0,5,575,68%,180%,15,63,46,44,67,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4169,521,625,729,833,72
943,Core3,Day,129,AR,Type95,90,0,5,550,68%,150%,15,54,51,80,69,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,T Exo (Body) (5-Star),4162,520,624,728,832,73
943,Core3,Day,236,AR,K11,90,0,5,640,68%,150%,15,46,53,71,73,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,T Exo (Body) (5-Star),4140,517,621,724,828,74
943,Core3,Day,214,AR,ADS,90,0,5,575,68%,180%,15,59,52,44,65,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),4051,506,607,708,810,75
943,Core3,Day,181,AR,T91,90,0,5,585,68%,150%,15,45,44,80,74,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,T Exo (Body) (5-Star),4013,501,601,702,802,76
943,Core3,Day,340,AR,TKB-408,90,0,5,550,68%,150%,15,48,50,82,70,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,T Exo (Body) (5-Star),4013,501,601,702,802,77
943,Core3,Day,287,AR,SIG-556,90,0,5,575,68%,180%,15,61,45,44,63,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),3949,493,592,691,789,78
943,Core3,Day,288,AR,CR-21,90,0,5,525,68%,180%,15,58,51,41,68,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),3926,490,588,687,785,79
943,Core3,Day,187,AR,Ak 5,90,0,5,550,20%,150%,15,61,82,57,68,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),-,X Exo (Body) (5-Star),3850,481,577,673,770,80
943,Core3,Day,349,AR,AK74M,90,0,5,525,68%,180%,15,60,55,44,61,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),3846,480,576,673,769,81
943,Core3,Day,330,AR,FX-05,90,0,5,525,68%,150%,15,54,53,66,67,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,X Exo (Body) (5-Star),3831,478,574,670,766,82
943,Core3,Day,61,AR,StG44,100,0,5,635,68%,150%,15,56,49,58,61,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,X Exo (Body) (5-Star),3801,475,570,665,760,83
943,Core3,Day,297,AR,FI M82,90,0,5,535,68%,180%,15,60,44,45,62,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),3765,470,564,658,753,84
943,Core3,Day,262,AR,EM-2,90,0,5,565,68%,150%,15,56,47,67,60,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,X Exo (Body) (5-Star),3749,468,562,656,749,85
943,Core3,Day,237,AR,SAR-21,90,0,5,550,68%,180%,15,55,46,37,68,0,0,0,100,0,8,0,Optical (Acc) (5-Star),-,Focus Chip (Body) (5-Star),3739,467,560,654,747,86
943,Core3,Day,20199,MG,Type80 Mod,115,2,5,910,35%,150%,195,108,51,26,119,0,15,0,150,1,10,10,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),9330,466,559,653,746,87
943,Core3,Day,20081,MG,LWMMG Mod,115,2,5,885,35%,150%,195,113,50,25,92,0,15,0,150,1,10,10,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),9055,452,543,633,724,88
943,Core3,Day,253,MG,Lewis,90,0,5,905,35%,150%,195,100,50,28,112,0,15,0,100,0,10,0,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),8731,436,523,611,698,89
943,Core3,Day,276,MG,Kord,100,0,5,990,35%,150%,195,115,44,21,110,0,14,0,100,0,10,0,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),8718,435,523,610,697,90
943,Core3,Day,345,MG,MG338,97,0,5,855,35%,150%,195,108,47,25,123,0,14,0,100,0,10,0,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),8618,430,517,603,689,91
943,Core3,Day,307,MG,ZB-26,90,0,5,865,35%,150%,195,98,50,29,112,0,14,0,100,0,8,0,AP (Ammo) (5-Star),RMR (Acc) (5-Star),MG Box (Body) (5-Star),8309,415,498,581,664,92
943,Core3,Day,20114,HG,Welrod MkⅡ Mod,115,3,5,405,60%,150%,8,51,86,147,52,5,0,0,200,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),4740,414,497,580,663,93
943,Core3,Day,1033,MG,Hanazono Yurine,90,0,5,865,55%,150%,195,102,33,22,124,0,15,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),MG Box (Body) (5-Star),8275,413,496,579,662,94
943,Core3,Day,183,HG,Contender,100,0,5,330,70%,150%,195,49,110,107,44,0,0,0,100,0,10,0,RMR (Acc) (5-Star),AP (Ammo) (5-Star),X Exo (Body) (5-Star),4726,413,496,578,661,95
943,Core3,Day,292,MG,RPK-16,90,0,5,785,53%,150%,195,83,36,32,124,0,15,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),7805,390,468,546,624,96
943,Core3,Day,20097,HG,M950A Mod,115,3,5,400,40%,150%,8,52,66,128,72,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),4422,386,464,541,619,97
943,Core3,Day,112,MG,Negev,91,0,5,830,53%,150%,195,83,34,33,134,0,14,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),7639,381,458,534,611,98
943,Core3,Day,339,MG,RPK-203,90,0,5,785,53%,150%,195,90,33,32,120,0,14,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),MG Box (Body) (5-Star),7633,381,457,534,610,99
943,Core3,Day,20200,RF,XM3 Mod,115,3,5,430,88%,175%,195,166,112,38,37,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7629,381,457,534,610,100
943,Core3,Day,20053,RF,NTW-20 Mod,115,3,5,475,88%,175%,195,205,94,35,32,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7610,380,456,532,608,101
943,Core3,Day,20252,RF,KSVK Mod,115,3,5,450,88%,175%,195,199,99,36,32,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),7447,372,446,521,595,102
943,Core3,Day,20007,HG,Stechkin Mod,115,3,5,425,60%,150%,8,51,63,109,66,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),4196,367,440,514,587,103
943,Core3,Day,109,MG,Gr MG5,90,0,5,940,5%,150%,195,91,41,25,112,0,16,0,100,0,8,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7346,367,440,514,587,104
943,Core3,Day,77,MG,M2HB,100,0,5,1075,5%,150%,195,116,33,15,96,0,15,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7282,364,436,509,582,105
943,Core3,Day,20037,RF,M14 Mod,115,3,5,430,88%,175%,195,127,94,33,44,0,0,0,200,1,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),7264,363,435,508,581,106
943,Core3,Day,275,MG,M1895 CB,90,0,5,905,5%,150%,195,97,40,21,123,0,15,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),MG Box (Body) (5-Star),7273,363,436,509,581,107
943,Core3,Day,20095,RF,Type88 Mod,115,3,5,520,90%,175%,195,145,79,44,37,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6976,348,418,488,558,108
943,Core3,Day,20001,HG,SAA Mod,117,3,5,415,40%,150%,8,61,58,121,50,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3968,347,416,486,555,109
943,Core3,Day,50,RF,Lee Enfield,100,0,5,400,88%,175%,195,142,82,42,40,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6880,344,412,481,550,110
943,Core3,Day,20008,HG,Makarov Mod,115,2,5,340,40%,150%,8,47,70,157,61,0,0,0,150,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3926,343,412,480,549,111
943,Core3,Day,20201,RF,Gepard M1 Mod,115,3,5,450,88%,175%,215,187,95,34,30,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6863,343,411,480,549,112
943,Core3,Day,266,RF,R93,99,0,5,405,88%,175%,195,139,101,36,39,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6839,341,410,478,547,113
943,Core3,Day,48,RF,WA2000,100,0,5,440,90%,175%,195,142,87,32,39,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6827,341,409,477,546,114
943,Core3,Day,1024,RF,Rico,100,0,5,400,88%,195%,195,137,84,35,37,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),6827,341,409,477,546,115
943,Core3,Day,20220,HG,MP-443 Mod,115,2,5,390,40%,150%,8,53,61,121,60,0,0,0,150,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3899,341,409,477,545,116
943,Core3,Day,316,RF,General Liu,97,0,5,390,88%,175%,195,143,90,31,39,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Optical (Acc) (5-Star),Cape (Body) (5-Star),6745,337,404,472,539,117
943,Core3,Day,20051,RF,FF FN49 Mod,115,3,5,475,88%,175%,195,137,73,38,39,0,0,0,200,1,10,10,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6743,337,404,472,539,118
943,Core3,Day,242,HG,P22,100,0,5,350,45%,150%,8,45,70,156,62,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3802,332,399,465,532,119
943,Core3,Day,166,HG,CZ75,100,0,5,330,50%,150%,8,56,86,98,66,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3759,328,394,460,526,120
943,Core3,Day,4,HG,Python,100,0,5,350,60%,150%,8,62,86,117,49,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),X Exo (Body) (5-Star),3714,324,389,454,519,121
943,Core3,Day,233,HG,Px4 Storm,100,0,5,340,40%,150%,8,52,73,143,57,0,0,0,100,0,10,0,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3699,323,388,453,517,122
943,Core3,Day,222,RF,TAC-50,90,0,5,410,90%,190%,195,160,84,32,31,0,0,0,150,1,10,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6383,319,382,446,510,123
943,Core3,Day,96,HG,Grizzly,100,0,5,430,40%,150%,8,55,54,110,54,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3635,318,381,445,508,124
943,Core3,Day,1018,HG,Sei Asagiri,100,0,5,425,40%,150%,8,47,62,125,53,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),3622,316,380,443,507,125
943,Core3,Day,250,HG,HS2000,100,0,5,360,40%,150%,8,50,65,122,62,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3622,316,380,443,507,126
943,Core3,Day,175,AR,ART556,76,0,4,408,40%,150%,15,47,45,51,63,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),-,-,2520,315,378,441,504,127
943,Core3,Day,165,SG,M1014,70,0,4,936,40%,150%,15,27,30,8,29,27,4,0,100,0,1,0,Plate (Body) (5-Star),Slug (Shell) (5-Star),-,3606,315,378,441,504,128
943,Core3,Day,1017,HG,Jill Stingray,100,0,5,400,40%,150%,8,47,56,131,55,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3590,314,376,439,502,129
943,Core3,Day,228,SMG,100 Shiki,70,0,4,720,5%,150%,15,26,12,73,68,0,0,0,100,0,1,0,X Exo (Body) (5-Star),Flare (Ammo) (5-Star),-,2789,313,376,439,502,130
943,Core3,Day,303,HG,HP-35,100,0,5,380,40%,150%,8,48,68,124,58,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3592,314,377,440,502,131
943,Core3,Day,20091,HG,MP-446 Mod,115,2,5,340,40%,150%,8,48,63,117,60,0,0,0,150,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3544,310,372,434,496,132
943,Core3,Day,20005,HG,M1895 Mod,115,2,5,355,40%,150%,8,54,53,139,45,0,0,0,150,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),X Exo (Body) (5-Star),3534,309,371,432,494,133
943,Core3,Day,20049,RF,Type56R Mod,115,3,5,475,60%,175%,195,137,81,53,37,0,0,0,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),6174,308,370,432,493,134
943,Core3,Day,20044,RF,SV-98 Mod,115,2,5,430,60%,175%,195,140,88,42,37,0,0,0,150,1,10,10,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),6090,304,365,426,487,135
943,Core3,Day,46,RF,Kar98k,90,0,5,400,88%,195%,195,133,75,40,33,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),Cape (Body) (5-Star),6018,300,361,421,481,136
943,Core3,Day,198,RF,Carcano M91/38,100,0,5,365,60%,175%,195,154,95,57,34,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),5931,296,355,415,474,137
943,Core3,Day,142,HG,Five-seven,100,0,5,315,40%,150%,8,48,60,112,66,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3362,294,353,411,470,138
943,Core3,Day,36,RF,Springfield,90,0,5,400,60%,175%,210,126,70,49,41,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),5870,293,352,410,469,139
943,Core3,Day,128,RF,M99,100,0,5,440,60%,175%,195,165,86,44,32,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),5825,291,349,407,466,140
943,Core3,Day,20002,HG,M1911 Mod,115,2,5,370,40%,150%,8,46,57,95,58,0,0,0,150,1,10,10,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3322,290,348,406,465,141
943,Core3,Day,130,AR,Type97,70,0,4,392,68%,150%,15,52,40,36,65,0,0,0,100,0,1,0,Sp. Eq (Exclusive) (5-Star),-,-,2319,289,347,405,463,142
943,Core3,Day,257,RF,M200,91,0,5,420,60%,175%,195,150,98,42,33,0,0,0,150,1,10,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),5719,285,343,400,457,143
943,Core3,Day,1031,RF,Pekola,90,0,5,420,60%,195%,195,123,77,49,36,0,0,0,100,0,10,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Sp. Eq (Exclusive) (5-Star),5719,285,343,400,457,144
943,Core3,Day,197,RF,Carcano M1891,100,0,5,400,60%,175%,195,145,90,55,34,0,0,0,100,0,8,0,AP (Ammo) (5-Star),Supp (Silencer) (5-Star),Cape (Body) (5-Star),5704,285,342,399,456,145
943,Core3,Day,196,AR,Zas M21,70,0,4,412,20%,150%,15,55,52,32,62,0,0,0,100,0,4,0,EOT (Holographic) (5-Star),-,-,2265,283,339,396,453,146
943,Core3,Day,357,HG,Rhino,90,0,5,345,60%,150%,8,49,74,84,55,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3186,278,334,390,446,147
943,Core3,Day,272,HG,Desert Eagle,93,0,5,350,60%,150%,8,56,57,75,54,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3178,278,333,389,444,148
943,Core3,Day,99,HG,Gr Mk23,100,0,5,400,40%,150%,8,46,56,80,63,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3168,277,332,388,443,149
943,Core3,Day,285,HG,C-93,90,0,5,300,40%,150%,8,48,60,104,62,0,0,0,100,0,10,0,Supp (Silencer) (5-Star),HP (Ammo) (5-Star),-,3156,276,331,386,441,150
943,Core3,Day,295,SMG,CF-05,70,0,4,648,5%,100%,15,28,11,57,86,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),Flare (Ammo) (5-Star),-,2451,275,330,386,441,151
943,Core3,Day,177,SMG,KLIN,70,0,4,648,5%,100%,15,28,9,58,94,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),Flare (Ammo) (5-Star),-,2449,275,330,385,440,152
943,Core3,Day,328,SMG,AR-57,70,0,4,624,5%,100%,8,44,11,58,92,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),HP (Ammo) (5-Star),-,2449,275,330,385,440,153
943,Core3,Day,294,HG,Webley,91,0,5,410,34%,150%,8,44,63,85,55,0,0,0,100,0,10,0,Supp (Silencer) (4-Star),HP (Ammo) (5-Star),-,3086,270,324,378,432,154
943,Core3,Day,304,SMG,SAF,70,0,4,612,5%,100%,8,43,11,54,98,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),HP (Ammo) (5-Star),-,2381,267,321,375,428,155
943,Core3,Day,1020,RF,Stella Hoshii,92,0,5,435,40%,180%,195,117,82,35,37,0,0,0,100,0,10,0,AP (Ammo) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4974,248,298,348,397,156
943,Core3,Day,314,AR,StG-940,70,0,4,376,20%,150%,15,50,52,34,59,0,0,0,100,0,1,0,EOT (Holographic) (5-Star),-,-,1972,246,295,345,394,157
943,Core3,Day,317,RF,Mondragon M1908,90,0,5,400,40%,195%,195,111,71,33,39,0,0,0,100,0,8,0,AP (Ammo) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4898,244,293,342,391,158
943,Core3,Day,39,RF,Mosin-Nagant,90,0,5,420,40%,180%,195,160,82,42,29,0,0,0,100,0,8,0,AP (Ammo) (5-Star),-,Sp. Eq (Exclusive) (5-Star),4816,240,288,337,385,159
943,Core3,Day,296,RF,Gr SL8,90,0,5,405,40%,150%,195,126,89,38,36,0,0,0,100,0,10,0,AP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4760,238,285,333,380,160
943,Core3,Day,14,HG,Astra,90,0,5,380,20%,150%,8,53,44,66,50,0,0,0,100,0,8,0,PEQ (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),-,2578,225,270,315,360,161
943,Core3,Day,270,RF,4 Shiki,90,0,5,400,40%,150%,195,129,85,35,34,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (5-Star),-,4455,222,267,311,356,162
943,Core3,Day,43,RF,SVD,90,0,5,380,40%,150%,195,141,91,32,32,0,0,0,100,0,8,0,Sp. Eq (Exclusive) (5-Star),EOT (Holographic) (5-Star),-,4433,221,265,310,354,163
943,Core3,Day,348,RF,HS.50,90,0,5,420,40%,150%,135,175,95,29,28,0,0,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4388,219,263,307,351,164
943,Core3,Day,80,MG,M1919A4,70,0,4,616,35%,160%,135,92,53,18,90,0,9,0,100,0,1,0,SNIP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),-,4377,218,262,306,350,165
943,Core3,Day,247,RF,K31,90,0,5,370,40%,150%,135,142,89,36,34,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4328,216,259,302,346,166
943,Core3,Day,235,RF,SPR A3G,90,0,5,410,40%,150%,135,149,80,30,34,0,0,0,100,0,1,0,SNIP (Ammo) (5-Star),-,Rangefinder (Body) (5-Star),4320,216,259,302,345,167
943,Core3,Day,148,RF,IWS 2000,91,0,5,420,40%,150%,135,178,90,29,27,0,0,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4290,214,257,300,343,168
943,Core3,Day,305,RF,Tabuk,90,0,5,400,40%,150%,135,132,92,35,34,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4229,211,253,296,338,169
943,Core3,Day,211,RF,SRS,90,0,5,410,40%,150%,135,151,93,34,30,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4212,210,252,294,336,170
943,Core3,Day,337,RF,De Lisle,90,0,5,485,40%,150%,135,125,97,37,31,0,0,0,100,0,10,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4174,208,250,292,333,171
943,Core3,Day,184,RF,T-5000,90,0,5,430,40%,150%,135,142,95,28,30,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,4027,201,241,281,322,172
943,Core3,Day,42,RF,PTRD,90,0,5,440,40%,150%,135,177,72,29,27,0,0,0,100,0,1,0,SNIP (Ammo) (5-Star),-,Rangefinder (Body) (5-Star),4011,200,240,280,320,173
943,Core3,Day,78,MG,M60,70,0,4,616,5%,150%,135,96,35,21,97,0,9,0,100,0,1,0,SNIP (Ammo) (5-Star),EOT (Holographic) (5-Star),-,3706,185,222,259,296,174
943,Core3,Day,29,SMG,STEN MkⅡ,54,0,3,426,5%,100%,15,24,10,48,74,0,0,0,100,0,4,0,Processor Chip (Body) (3-Star),-,-,1391,156,187,219,250,175
943,Core3,Day,261,RF,QBU-88,70,0,4,284,40%,150%,135,117,68,32,37,0,0,0,100,0,4,0,SNIP (Ammo) (5-Star),-,-,3060,153,183,214,244,176
943,Core3,Day,146,RF,Gr G28,70,0,4,300,40%,150%,135,111,62,24,35,0,0,0,100,0,8,0,SNIP (Ammo) (5-Star),-,-,2864,143,171,200,229,177
943,Core3,Day,204,RF,Ballista,70,0,4,280,40%,150%,135,127,72,28,32,0,0,0,100,0,1,0,SNIP (Ammo) (5-Star),-,-,2799,139,167,195,223,178
